tokenID,name,file_name,description,attributes[Type],attributes[Civilization Tier],attributes[Atmosphere],attributes[Orbital Belt],attributes[Tier],external_url
131,Beta Coperule Munntos 233,Beta_Coperule_Munntos_233.png,"Beta Coperule Munntos 233 glides through the heavens, steady and quiet. Universe-scale tennis ball with soft, fuzzy surface. Asteroids densely cluster around this celestial body. Moons quietly revolve, adding mystery to this planet. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Tennisball,Spacefaring,,Asteroids,Rare,https://thonbo.com/uniworlds-nft
132,Beta Ichryn,Beta_Ichryn.png,"Beta Ichryn floats in the dark sky, calm and faintly shining. Planet in mid-explosion, its pieces drifting outward. Surrounded by expansive, glittering rings. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
133,Beta Ladaldi,Beta_Ladaldi.png,"Beta Ladaldi drifts in silent patterns, softly lit by starlight. A rugged, rocky planet with uneven terrain. Beautiful celestial rings encircle the planet. A multitude of moons orbit, silently accompanying this world. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
134,Beta Nibtus Ianvana 22,Beta_Nibtus_Ianvana_22.png,"Beta Nibtus Ianvana 22 drifts in silent patterns, softly lit by starlight. Covered entirely with unusual, sharp formations. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
135,Beta Plingtos,Beta_Plingtos.png,"Beta Plingtos glides through the heavens, steady and quiet. A lively, Earth-inspired planet full of greenery and water. Encircled by majestic rings of dust and debris. Several moons orbit this planet, silent companions on its cosmic journey. Primitive customs and traditions linger in half-buried relics.",Earthlike,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
136,Beta Rusonine,Beta_Rusonine.png,"Beta Rusonine orbits among the stars, a small part of the cosmic sea. Planet rupturing under immense cosmic pressure, scattering fragments. Several moons orbit this planet, silent companions on its cosmic journey. Collapsed structures and eroded monuments reveal a once-thriving civilization.",Exploding,Ruins,,,Common,https://thonbo.com/uniworlds-nft
137,Beta Sotaran One,Beta_Sotaran_One.png,"Beta Sotaran One glides through the heavens, steady and quiet. A lifeless, flat celestial surface, scarred by craters. Adorned by stunning planetary rings of dust. Moons gracefully orbit, enhancing the planet's cosmic presence. Simple communities flourished here before more advanced visitors arrived.",Flat,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
138,Beta Tatangalia,Beta_Tatangalia.png,"Beta Tatangalia floats in the dark sky, calm and faintly shining. A lifeless, flat celestial surface, scarred by craters. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Flat,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
139,Beta Wadelialia,Beta_Wadelialia.png,"Beta Wadelialia orbits among the stars, a small part of the cosmic sea. Strange protrusions cover the entire surface. A multitude of moons orbit, silently accompanying this world. The planet's barren expanse remains untouched by technology or settlement.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
140,Betelos,Betelos.png,"Betelos stands beneath distant suns, patient and unhurried. A lifeless rock drifting silently through space. Moons quietly revolve, adding mystery to this planet. Ghostly remnants of an advanced society scatter across the planet, silent and forgotten.",Dead,Ruins,,,Common,https://thonbo.com/uniworlds-nft
141,Betion,Betion.png,"Betion glides through the heavens, steady and quiet. A lifeless stone wandering through the void. Drifting asteroids form a dense orbital belt around this planet. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
142,Betnicus's Reach,Betnicuss_Reach.png,"Betnicus's Reach drifts in silent patterns, softly lit by starlight. A planetary disk filled with empty craters and flat plains. Cosmic dust and ice form a breathtaking ring system. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Flat,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
143,Betnt 343,Betnt_343.png,"Betnt 343 glides through the heavens, steady and quiet. A barren, desolate planet with no living inhabitants. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. This world thrives under the watchful eyes of a spacefaring culture.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
144,Bilas,Bilas.png,"Bilas stands beneath distant suns, patient and unhurried. Devoid of life, this planet drifts silently. Countless asteroids accompany this planet on its voyage. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
145,Bioin,Bioin.png,"Bioin floats in the dark sky, calm and faintly shining. Devoid of life, this planet drifts silently. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
146,Bios,Bios.png,"Bios glides through the heavens, steady and quiet. Characterized by distinctive alien-like spikes and formations. Moons quietly circle this world, adding intrigue to its appearance. This world thrives under the watchful eyes of a spacefaring culture.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
147,Bitalos 46,Bitalos_46.png,"Bitalos 46 stands beneath distant suns, patient and unhurried. Alien-like protrusions dramatically decorate this planet. Asteroids densely cluster around this celestial body. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
148,Bitaria Tashudros,Bitaria_Tashudros.png,"Bitaria Tashudros stands beneath distant suns, patient and unhurried. A terrestrial paradise filled with lush lands and oceans. Adorned by stunning planetary rings of dust. Moons quietly revolve, adding mystery to this planet. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Earthlike,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
149,Bitdonia 238,Bitdonia_238.png,"Bitdonia 238 floats in the dark sky, calm and faintly shining. Planet in mid-explosion, its pieces drifting outward. Surrounded by expansive, glittering rings. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
150,Bitelerth Taldalekon One,Bitelerth_Taldalekon_One.png,"Bitelerth Taldalekon One stands beneath distant suns, patient and unhurried. A planet rich with terrestrial charm, oceans, and continents. Beautiful celestial rings encircle the planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
151,Bites Funfall's Beacon,Bites_Funfalls_Beacon.png,"Bites Funfall's Beacon stands beneath distant suns, patient and unhurried. Cold, silent, and devoid of any signs of life. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
152,Bitidian,Bitidian.png,"Bitidian orbits among the stars, a small part of the cosmic sea. A barren, desolate planet with no living inhabitants. Surrounded by a dense field of drifting asteroids. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
153,Bitnia 145,Bitnia_145.png,"Bitnia 145 glides through the heavens, steady and quiet. A rough, craggy planetary landscape dominates this world. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
154,Bitsea 397,Bitsea_397.png,"Bitsea 397 glides through the heavens, steady and quiet. A barren, desolate planet with no living inhabitants. Cosmic dust and ice form a breathtaking ring system. Moons gracefully orbit, enhancing the planet's cosmic presence. Nature reigns supreme, unchallenged by intelligent life.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
155,Boandia Whatornania,Boandia_Whatornania.png,"Boandia Whatornania orbits among the stars, a small part of the cosmic sea. Uneven, harsh surfaces shape this planet. Beautiful celestial rings encircle the planet. A multitude of moons orbit, silently accompanying this world. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
156,Boania's World,Boanias_World.png,"Boania's World orbits among the stars, a small part of the cosmic sea. Cold, silent, and devoid of any signs of life. An asteroid field encircles this mysterious planet. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
157,Boera Two,Boera_Two.png,"Boera Two orbits among the stars, a small part of the cosmic sea. A lifeless, flat celestial surface, scarred by craters. Drifting asteroids form a dense orbital belt around this planet. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
158,Bonacan 2,Bonacan_2.png,"Bonacan 2 glides through the heavens, steady and quiet. Ready for a universal match, this planet mirrors an 80s football. Moons quietly revolve, adding mystery to this planet. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Football,Spacefaring,,,Rare,https://thonbo.com/uniworlds-nft
159,Bonanbula,Bonanbula.png,"Bonanbula stands beneath distant suns, patient and unhurried. This planet is flat, crater-ridden, and lifeless. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
160,Bongolia Vadudros XIV,Bongolia_Vadudros_XIV.png,"Bongolia Vadudros XIV glides through the heavens, steady and quiet. Devoid of life, this planet drifts silently. Encircled by majestic rings of dust and debris. Moons quietly revolve, adding mystery to this planet. Silence envelops this world, devoid of any sentient interference.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
161,Bonntos Kaanchia 312,Bonntos_Kaanchia_312.png,"Bonntos Kaanchia 312 floats in the dark sky, calm and faintly shining. An Earthlike world of remarkable natural beauty. Adorned by stunning planetary rings of dust. A thick veil of clouds surrounds this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
162,Bonutlis Quintus,Bonutlis_Quintus.png,"Bonutlis Quintus orbits among the stars, a small part of the cosmic sea. A planetary disk filled with empty craters and flat plains. An asteroid field encircles this mysterious planet. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
163,Boornia I,Boornia_I.png,"Boornia I glides through the heavens, steady and quiet. A planet rich with terrestrial charm, oceans, and continents. Beautiful celestial rings encircle the planet. A thick veil of clouds surrounds this planet. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
164,Botropic Arctara 275,Botropic_Arctara_275.png,"Botropic Arctara 275 drifts in silent patterns, softly lit by starlight. A lifeless, flat celestial surface, scarred by craters. Moons gracefully orbit, enhancing the planet's cosmic presence. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Flat,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
165,Broalis 84,Broalis_84.png,"Broalis 84 orbits among the stars, a small part of the cosmic sea. Planet rupturing under immense cosmic pressure, scattering fragments. Surrounded by expansive, glittering rings. Moons gracefully orbit, enhancing the planet's cosmic presence. Simple communities flourished here before more advanced visitors arrived.",Exploding,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
166,Brolejos,Brolejos.png,"Brolejos glides through the heavens, steady and quiet. A planet rich with terrestrial charm, oceans, and continents. Blanketed by dense, misty clouds. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Earthlike,Spacefaring,Clouds,,Common,https://thonbo.com/uniworlds-nft
167,Bronicus Beta,Bronicus_Beta.png,"Bronicus Beta floats in the dark sky, calm and faintly shining. A lifeless, flat celestial surface, scarred by craters. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Flat,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
168,Brumalla 8,Brumalla_8.png,"Brumalla 8 orbits among the stars, a small part of the cosmic sea. A lifeless rock drifting silently through space. Surrounded by a dense field of drifting asteroids. Moons quietly circle this world, adding intrigue to its appearance. Ancient buildings and shattered relics tell a tragic story of decline.",Dead,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
169,Brumarnia 325,Brumarnia_325.png,"Brumarnia 325 orbits among the stars, a small part of the cosmic sea. Covered by striking, alien protruding formations. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
170,Brumdoria,Brumdoria.png,"Brumdoria floats in the dark sky, calm and faintly shining. A lively, Earth-inspired planet full of greenery and water. Atmospheric clouds obscure the planet's surface. Several moons orbit this planet, silent companions on its cosmic journey. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Earthlike,Primitive,Clouds,,Common,https://thonbo.com/uniworlds-nft
171,Brumelos Elfiner XV,Brumelos_Elfiner_XV.png,"Brumelos Elfiner XV stands beneath distant suns, patient and unhurried. An irregular surface, rough with cliffs and valleys. Cosmic dust and ice form a breathtaking ring system. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
172,Brumtan,Brumtan.png,"Brumtan glides through the heavens, steady and quiet. A lifeless, flat celestial surface, scarred by craters. An asteroid field encircles this mysterious planet. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
173,Brumtonia Tagal,Brumtonia_Tagal.png,"Brumtonia Tagal floats in the dark sky, calm and faintly shining. Cold, silent, and devoid of any signs of life. Cosmic dust and ice form a breathtaking ring system. Several moons orbit this planet, silent companions on its cosmic journey. Ancient buildings and shattered relics tell a tragic story of decline.",Dead,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
174,Brumumi,Brumumi.png,"Brumumi drifts in silent patterns, softly lit by starlight. A lifeless, flat celestial surface, scarred by craters. Surrounded by a dense field of drifting asteroids. Moons quietly revolve, adding mystery to this planet. Silence envelops this world, devoid of any sentient interference.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
175,Brumury Banturidan,Brumury_Banturidan.png,"Brumury Banturidan glides through the heavens, steady and quiet. Planetary basketball detailed with characteristic grooves and texture. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Basketball,Spacefaring,,,Rare,https://thonbo.com/uniworlds-nft
176,Byte-o,Byte-o.png,"Byte-o floats in the dark sky, calm and faintly shining. A terrestrial paradise filled with lush lands and oceans. Surrounded by a dense field of drifting asteroids. Covered by a dense, swirling cloud layer. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Earthlike,Spacefaring,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
177,Bytebudram 295,Bytebudram_295.png,"Bytebudram 295 orbits among the stars, a small part of the cosmic sea. A rugged, rocky planet with uneven terrain. Surrounded by a dense field of drifting asteroids. A multitude of moons orbit, silently accompanying this world. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
178,Byteland 293,Byteland_293.png,"Byteland 293 glides through the heavens, steady and quiet. A flat and desolate world, marked by countless craters. Drifting asteroids form a dense orbital belt around this planet. Several moons orbit this planet, silent companions on its cosmic journey. Primitive customs and traditions linger in half-buried relics.",Flat,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
179,Byteland Pygill 12,Byteland_Pygill_12.png,"Byteland Pygill 12 glides through the heavens, steady and quiet. An Earthlike world of remarkable natural beauty. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
180,Bytetan,Bytetan.png,"Bytetan glides through the heavens, steady and quiet. Uneven, harsh surfaces shape this planet. Drifting asteroids form a dense orbital belt around this planet. Several moons orbit this planet, silent companions on its cosmic journey. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
181,Bytetep Galadda 7,Bytetep_Galadda_7.png,"Bytetep Galadda 7 orbits among the stars, a small part of the cosmic sea. Strange protrusions cover the entire surface. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
182,Byteule,Byteule.png,"Byteule floats in the dark sky, calm and faintly shining. Uneven, harsh surfaces shape this planet. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
183,Byteurdan 6,Byteurdan_6.png,"Byteurdan 6 drifts in silent patterns, softly lit by starlight. This world’s crust showcases flowing veined stone, as though carved from the finest marble. Asteroids densely cluster around this celestial body. Moons quietly circle this world, adding intrigue to its appearance. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Marble,Spacefaring,,Asteroids,Rare,https://thonbo.com/uniworlds-nft
184,B’aka Taiongolia 251,Baka_Taiongolia_251.png,"B’aka Taiongolia 251 floats in the dark sky, calm and faintly shining. Its surface is richly veined with swirling patterns, reminiscent of luxurious marble. Encircled by majestic rings of dust and debris. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Marble,Spacefaring,,Rings,Rare,https://thonbo.com/uniworlds-nft
185,B’gatis,Bgatis.png,"B’gatis stands beneath distant suns, patient and unhurried. Characterized by distinctive alien-like spikes and formations. Moons gracefully orbit, enhancing the planet's cosmic presence. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
186,B’iru,Biru.png,"B’iru stands beneath distant suns, patient and unhurried. World exploding dramatically, fragmenting across space. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Exploding,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
187,B’los,Blos.png,"B’los floats in the dark sky, calm and faintly shining. Rocky terrain covers this rugged celestial body. Adorned by stunning planetary rings of dust. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
188,B’viz Keniman 289,Bviz_Keniman_289.png,"B’viz Keniman 289 orbits among the stars, a small part of the cosmic sea. An irregular surface, rough with cliffs and valleys. Moons gracefully orbit, enhancing the planet's cosmic presence. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
189,Caalla,Caalla.png,"Caalla glides through the heavens, steady and quiet. World exploding dramatically, fragmenting across space. Moons gracefully orbit, enhancing the planet's cosmic presence. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
190,Caamis V,Caamis_V.png,"Caamis V stands beneath distant suns, patient and unhurried. Planet undergoing explosive breakup, spreading debris. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
191,Camplas Ciolok,Camplas_Ciolok.png,"Camplas Ciolok floats in the dark sky, calm and faintly shining. Strange protrusions cover the entire surface. Asteroids densely cluster around this celestial body. Moons gracefully orbit, enhancing the planet's cosmic presence. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
192,Caopia Legongolia,Caopia_Legongolia.png,"Caopia Legongolia orbits among the stars, a small part of the cosmic sea. Planet in mid-explosion, its pieces drifting outward. Several moons orbit this planet, silent companions on its cosmic journey. Primitive customs and traditions linger in half-buried relics.",Exploding,Primitive,,,Common,https://thonbo.com/uniworlds-nft
193,Carax Alpha,Carax_Alpha.png,"Carax Alpha floats in the dark sky, calm and faintly shining. Celestial body cracking and exploding under pressure. Countless asteroids accompany this planet on its voyage. A multitude of moons orbit, silently accompanying this world. Nature reigns supreme, unchallenged by intelligent life.",Exploding,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
194,Cavav Sot Ankacan,Cavav_Sot_Ankacan.png,"Cavav Sot Ankacan orbits among the stars, a small part of the cosmic sea. Devoid of life, this planet drifts silently. Encircled by majestic rings of dust and debris. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
195,Cechil 230,Cechil_230.png,"Cechil 230 glides through the heavens, steady and quiet. A massive planetary golf ball, complete with deep dimples. Several moons orbit this planet, silent companions on its cosmic journey. The planet's barren expanse remains untouched by technology or settlement.",Golfball,Uninhabited,,,Rare,https://thonbo.com/uniworlds-nft
196,Ceelius,Ceelius.png,"Ceelius stands beneath distant suns, patient and unhurried. An irregular surface, rough with cliffs and valleys. Surrounded by expansive, glittering rings. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
197,Cereus Darkva Epsilon,Cereus_Darkva_Epsilon.png,"Cereus Darkva Epsilon glides through the heavens, steady and quiet. This planet boasts vibrant landscapes and deep blue seas. Beautiful celestial rings encircle the planet. Blanketed by dense, misty clouds. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
198,Certes,Certes.png,"Certes floats in the dark sky, calm and faintly shining. Covered entirely with unusual, sharp formations. Drifting asteroids form a dense orbital belt around this planet. Moons quietly revolve, adding mystery to this planet. Primitive customs and traditions linger in half-buried relics.",Protrusion,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
199,Cervana Alpha,Cervana_Alpha.png,"Cervana Alpha drifts in silent patterns, softly lit by starlight. A planet rich with terrestrial charm, oceans, and continents. Covered by a dense, swirling cloud layer. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,,Common,https://thonbo.com/uniworlds-nft
200,Ceti Aburto 227,Ceti_Aburto_227.png,"Ceti Aburto 227 glides through the heavens, steady and quiet. Devoid of life, this planet drifts silently. Adorned by stunning planetary rings of dust. Several moons orbit this planet, silent companions on its cosmic journey. This world thrives under the watchful eyes of a spacefaring culture.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
201,Ceti Banshaa,Ceti_Banshaa.png,"Ceti Banshaa stands beneath distant suns, patient and unhurried. An irregular surface, rough with cliffs and valleys. Moons quietly circle this world, adding intrigue to its appearance. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
202,Ceti Betoros Iantan,Ceti_Betoros_Iantan.png,"Ceti Betoros Iantan floats in the dark sky, calm and faintly shining. Covered entirely with unusual, sharp formations. A multitude of moons orbit, silently accompanying this world. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
203,Ceti Brorax's Haven,Ceti_Broraxs_Haven.png,"Ceti Brorax's Haven orbits among the stars, a small part of the cosmic sea. This planet boasts vibrant landscapes and deep blue seas. Surrounded by a dense field of drifting asteroids. Moons quietly circle this world, adding intrigue to its appearance. Primitive customs and traditions linger in half-buried relics.",Earthlike,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
204,Ceti Dikaratoid 11,Ceti_Dikaratoid_11.png,"Ceti Dikaratoid 11 stands beneath distant suns, patient and unhurried. Celestial body cracking and exploding under pressure. Cosmic dust and ice form a breathtaking ring system. A multitude of moons orbit, silently accompanying this world. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
205,Ceti Dunlas Bantgania 10,Ceti_Dunlas_Bantgania_10.png,"Ceti Dunlas Bantgania 10 orbits among the stars, a small part of the cosmic sea. A lifeless rock drifting silently through space. Encircled by majestic rings of dust and debris. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
206,Ceti Funnicus 388,Ceti_Funnicus_388.png,"Ceti Funnicus 388 stands beneath distant suns, patient and unhurried. Alien-like protrusions dramatically decorate this planet. Moons quietly revolve, adding mystery to this planet. Nature reigns supreme, unchallenged by intelligent life.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
207,Ceti Galadillian,Ceti_Galadillian.png,"Ceti Galadillian stands beneath distant suns, patient and unhurried. A planet rich with terrestrial charm, oceans, and continents. Beautiful celestial rings encircle the planet. Shrouded in thick atmospheric clouds. A multitude of moons orbit, silently accompanying this world. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Earthlike,Ruins,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
208,Ceti Ichomi 4,Ceti_Ichomi_4.png,"Ceti Ichomi 4 drifts in silent patterns, softly lit by starlight. A lively, Earth-inspired planet full of greenery and water. Drifting asteroids form a dense orbital belt around this planet. A thick veil of clouds surrounds this planet. Moons quietly revolve, adding mystery to this planet. Ghostly remnants of an advanced society scatter across the planet, silent and forgotten.",Earthlike,Ruins,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
209,Churler Klinlas 148,Churler_Klinlas_148.png,"Churler Klinlas 148 orbits among the stars, a small part of the cosmic sea. An Earthlike world of remarkable natural beauty. Several moons orbit this planet, silent companions on its cosmic journey. Simple communities flourished here before more advanced visitors arrived.",Earthlike,Primitive,,,Common,https://thonbo.com/uniworlds-nft
210,Churolok,Churolok.png,"Churolok floats in the dark sky, calm and faintly shining. Planet in mid-explosion, its pieces drifting outward. Several moons orbit this planet, silent companions on its cosmic journey. Silence envelops this world, devoid of any sentient interference.",Exploding,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
211,Churorox,Churorox.png,"Churorox floats in the dark sky, calm and faintly shining. A planet rich with terrestrial charm, oceans, and continents. Encircled by majestic rings of dust and debris. Blanketed by dense, misty clouds. Several moons orbit this planet, silent companions on its cosmic journey. Simple communities flourished here before more advanced visitors arrived.",Earthlike,Primitive,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
